FundName,TargetName,FundID,Permno,NCUSIP,gv_str,Date13D,DateCross5pct,Year,Gvkey
PRIVET FUND LP,"AVIAT NETWORKS, INC.",713,91836,05366Y102,176572,20131126,20131122,2013,176572
RCG HOLDINGS LLC,"AVIAT NETWORKS, INC.",61,91836,05366Y10,176572,20100707,20100629,2010,176572
LONE STAR VALUE MANAGEMENT LLC,"AVIAT NETWORKS, INC.",690,91836,05366Y10,176572,-99,-99,,176572
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,"FLAGSTONE REINSURANCE HOLDINGS, S.A.",102,91887,L3466T10,176540,20110808,20110725,2011,176540
SILVER CREEK CAPITAL MANAGEMENT LLC,FLAGSTONE REINSURANCE HOLDINGS LTD,529,91887,G3529T10,176540,20070409,20070330,2007,176540
SANDLER CAPITAL MANAGEMENT,"HAMPDEN BANCORP, INC.",156,91736,4.09E+14,176479,20100312,20100304,2010,176479
,POLONIA BANCORP INC,118,13699,73158Q109,176475,20141119,20141113,2014,176475
MACKEY WARREN A,POLONIA BANCORP INC,706,13699,73158Q109,176475,20141008,20140929,2014,176475
STILLWELL PARTNERS,POLONIA BANCORP INC,76,13699,73158Q109,176475,20121123,20121123,2012,176475
ENGAGED CAPITAL LLC,AEROVIRONMENT INC,694,91733,8073108,176362,20130717,20130711,2013,176362
FINANCIAL EDGE FUND,MSB FINANCIAL CORP,122,91741,55352P10,176350,20070323,20070314,2007,176350
BP EXCO HOLDINGS II LP,CLEAN ENERGY FUELS CORP.,195,92035,18449910,176343,20080926,20080910,2008,176343
RAGING CAPITAL MANAGEMENT LLC,"COMVERGE, INC.",521,91957,205859101,176289,20120328,20120319,2012,176289
ARDSLEY ADVISORY PARTNERS,"COMVERGE, INC.",311,91957,20585910,176289,20110811,20110802,2011,176289
SANDELL ASSET MANAGEMENT,SPECTRA ENERGY CORP,69,91650,84756010,176282,-99,-99,,176282
DISCOVERY GROUP LLC,"OBAGI MEDICAL PRODUCTS, INC.",21,91675,67423R10,176275,20091113,20091030,2009,176275
VOCE CAPITAL MANAGEMENT LLC,"OBAGI MEDICAL PRODUCTS, INC.",730,91675,67423R10,176275,-99,-99,,176275
VOCE CAPITAL MANAGEMENT LLC,"OBAGI MEDICAL PRODUCTS, INC.",730,91675,67423R10,176275,-99,-99,,176275
RGM CAPITAL LLC,"GUIDANCE SOFTWARE, INC.",65,91666,401692108,176255,20140924,20140924,2014,176255
GAMCO ASSET MANAGEMENT,"GUIDANCE SOFTWARE, INC.",105,91666,401692108,176255,20130719,20130711,2013,176255
DISCOVERY GROUP LLC,INFORMATION SERVICES GROUP INC.,21,91754,45675Y10,176251,20110111,20101231,2011,176251
CARLSON CAPITAL LP,INFORMATION SERVICES GROUP INC.,276,91754,45675Y10,176251,20101119,20101116,2010,176251
TCS CAPITAL GP LLC,INFORMATION SERVICES GROUP INC.,548,91754,45675Y10,176251,20080609,20080131,2008,176251
MILLENNIUM MANAGEMENT LLC,INFORMATION SERVICES GROUP INC.,153,91754,45675Y10,176251,20071212,20071202,2007,176251
CLINTON GROUP INC,CARROLS RESTAURANT GROUP,181,91678,14574X10,176249,20070907,20070830,2007,176249
COUCHMAN CAPITAL LLC,"AFFYMAX, INC.",873,91657,00826A10,176237,20140822,20140819,2014,176237
MARXE AUSTIN W & GREENHOUSE DAVID M,"WAFERGEN BIO SYSTEMS, INC.",175,14880,93041P308,176199,20140829,20140831,2014,176199
PERRY CORP,NORTH AMERICAN ENERGY PARTNERS INC.,53,91584,65684410,176103,20061204,20061128,2006,176103
ARDSLEY ADVISORY PARTNERS,"WORLD ENERGY SOLUTIONS, INC.",311,92921,98145W208,176068,20140110,2014010,2014,176068
PESSIN NORMAN H,"WORLD ENERGY SOLUTIONS, INC.",574,92921,98145W208,176068,20130424,20130423,2013,176068
AVENUE CAPITAL MANAGEMENT II,NEXTWAVE WIRELESS INC.,92,91746,65337Y10,176066,20081119,20081009,2008,176066
VOCE CAPITAL MANAGEMENT LLC,"SOLTA MEDICAL, INC.",730,91623,83438K10,175913,-99,-99,,175913
SAGEVIEW CAPITAL LP,"SALLY BEAUTY HOLDINGS, INC.",645,91683,7.95E+108,175900,20080703,20080623,2008,175900
EAST PEAK PARTNERS LP,GATEHOUSE MEDIA INC,273,91524,36734810,175886,20070917,20070906,2007,175886
FIRST EAGLE INVESTMENT MANAGEMENT LLC,"DOUBLE-TAKE SOFTWARE, INC.",409,51550,25859810,175835,20100629,20100625,2010,175835
SCHULTZE ASSET MANAGEMENT LLC,SUPERMEDIA INC.,226,93194,868447103,175739,20120621,20120621,2012,175739
VALUEACT CAPITAL MANAGEMENT LP,ARMSTRONG WORLD INDUSTRIES INC,81,91516,04247X102,175689,20140801,-99,2014,175689
MERCURY REAL ESTATE ADVISORS LLC,"SUNSET FINANCIAL RESOURCES, INC.",138,90077,45779L107,175674,-99,-99,,175674
,FOX CHASE BANCORP INC,118,91501,35137T108,175646,20130912,20130903,2013,175646
,"FOX CHASE BANCORP, INC.",118,91501,35137T108,175646,20110322,20110314,2011,175646
SANDLER CAPITAL MANAGEMENT,"BARE ESCENTUALS, INC.",156,91462,6751110,175399,20090811,20090804,2009,175399
CIBELLI MARIO,SHUTTERFLY INC,290,91486,82568P304,175376,20140708,20140626,2014,175376
DISCOVERY GROUP LLC,SHUTTERFLY INC,21,91486,82568P30,175376,20080815,20080805,2008,175376
INVESTMENT PARTNERS ASSET MANAGEMENT INC,CONSTELLATION ENERGY PARTNERS LLC,699,91845,2.10E+105,175271,20121023,20121018,2012,175271
PASSPORT MANAGEMENT LLC,FBR CAPITAL MARKETS CORP,511,92093,30247C30,175131,20080513,20080430,2008,175131
STILLWELL PARTNERS,ROMA FINANCIAL CORP,76,91407,77581P10,175127,20060727,20060717,2006,175127
JACOBS ASSET MANAGEMENT LLC,NORTHEAST COMMUNITY BANCORP INC,469,91405,66411210,175083,20101108,20101029,2010,175083
STILLWELL PARTNERS,NORTHEAST COMMUNITY BANCORP INC,76,91405,66411210,175083,20071105,20071026,2007,175083
MILLENNIUM MANAGEMENT LLC,"ARTES MEDICAL, INC.",153,91660,04301Q10,174743,20061229,20061227,2006,174743
MILLENNIUM MANAGEMENT LLC,"GLOBAL SHIP LEASE, INC.",153,91453,Y2718310,174700,20080825,20080814,2008,174700
ACCIPITER CAPITAL MANAGEMENT LLC,TRIPLE S MANAGEMENT CORP,1,92506,896749108,174647,20130528,20130517,2013,174647
FRONTFOUR CAPITAL GROUP LLC,"INNOPHOS HOLDINGS, INC.",733,91614,45774N10,174567,-99,-99,,174567
MILLENNIUM MANAGEMENT LLC,"PHARMASSET, INC.",153,91971,71715N10,174507,20080204,20080125,2008,174507
DISCOVERY GROUP LLC,HOME DIAGNOSTICS INC,21,91466,43708010,174454,20080320,20080310,2008,174454
MESON CAPITAL PARTNERS LLC,"INFUSYSTEM HOLDINGS, INC",708,12452,45685K102,174428,20120511,20120509,2012,174428
LONE STAR VALUE MANAGEMENT LLC,"INFUSYSTEM HOLDINGS, INC.",690,12452,45685K10,174428,-99,-99,,174428
ELLIOTT INTERNATIONAL CAPITAL ADVISORS INC,"RIVERBED TECHNOLOGY, INC.",102,91485,768573107,174317,20131108,20131029,2013,174317
CLINTON GROUP INC,"PORTER BANCORP, INC.",181,91472,73623310,174301,20110711,20110705,2011,174301
SANDLER CAPITAL MANAGEMENT,NEWPORT BANCORP INC,156,91406,65175410,174148,20081112,20081016,2008,174148
XMARK ASSET MANAGEMENT LLC,ACHILLION PHARMACEUTICALS INC,268,91491,00448Q20,174136,20080630,20080626,2008,174136
BROOKSIDE CAPITAL PARTNERS FUND LP,"PTC THERAPEUTICS, INC.",420,13967,69370C100,174134,20130703,20130625,2013,174134
GAMCO ASSET MANAGEMENT,VOLCANO CORP,105,91371,928645100,174118,20141223,20141217,2014,174118
CAMBER CAPITAL MANAGEMENT LLC,VOLCANO CORP,422,91371,928645100,174118,20141002,20140930,2014,174118
ENGAGED CAPITAL LLC,VOLCANO CORP,694,91371,928645100,174118,20131104,20131030,2013,174118
LONE STAR VALUE MANAGEMENT LLC,"DAKOTA PLAINS HOLDINGS, INC.",690,14717,234255107,170994,20140617,20140616,2014,170994
ALTAI CAPITAL MANAGEMENT LP,E2OPEN INC,691,13526,29788A104,170759,20141229,20141216,2014,170759
LAZARUS INVESTMENT PARTNERS,BARFRESH FOOD GROUP INC.,485,-99,67532101,170535,20130925,20130918,2013,170535
GAMCO ASSET MANAGEMENT,"POST HOLDINGS, INC.",105,13188,737446104,170527,20140919,20140910,2014,170527
STILLWELL PARTNERS,"WEST END INDIANA BANCSHARES, INC.",76,-99,952678100,170472,20120119,20120111,2012,170472
FJ CAPITAL LLC,"WEST END INDIANA BANCSHARES, INC.",451,-99,952678100,170472,20120727,20120727,2012,170472
STILLWELL PARTNERS,UNITED COMMUNITY BANCORP,76,91167,90984R101,166747,20130122,20130110,2013,166747
TANG CAPITAL PARTNERS LP,"NORTHSTAR NEUROSCIENCE, INC.",271,91280,66704V10,166622,20080516,20080514,2008,166622
RA CAPITAL MANAGEMENT LLC,"NORTHSTAR NEUROSCIENCE, INC.",756,91280,66704V10,166622,20080714,20080703,2008,166622
DOUCET ASSET MANAGEMENT LLC,"ADCARE HEALTH SYSTEMS, INC.",776,91627,00650W30,166485,20140610,-99,2014,166485
PARK CITY CAPITAL LLC,"ADCARE HEALTH SYSTEMS, INC.",763,91627,00650W30,166485,20130404,20130326,2013,166485
PIRATE CAPITAL LLC,"MUELLER WATER PRODUCTS, INC.",55,91234,62475810,166482,20061222,20061214,2006,166482
STEEL PARTNERS,MUELLER WATER PRODUCTS INC,74,91234,62475810,166482,20061229,20061220,2006,166482
TANG CAPITAL PARTNERS LP,VANDA PHARMACEUTICALS INC.,271,91186,92165910,166435,20081006,20080925,2008,166435
HARVEST MANAGEMENT LLC,"GLOBAL TRAFFIC NETWORK, INC.",141,91160,37947B10,166402,20110819,20110816,2011,166402
SCOUT CAPITAL MANAGEMENT LLC,TIM HORTONS INC.,228,91151,88706M103,166366,20130617,20130606,2013,166366
HIGHFIELDS CAPITAL MANAGEMENT,TIM HORTONS INC,28,91151,88706M103,166366,-99,-99,,166366
QVT FINANCIAL LP,"MOLECULAR INSIGHT PHARMACEUTICALS, INC.",146,91820,60852M10,166200,20100630,-99,2010,166200
FINANCIAL EDGE FUND,BANCORP RHODE ISLAND INC ,122,91176,51070010,166197,20060814,20060804,2006,166197
CLINTON GROUP INC,CHINA SECURITY AND SURVEILLANCE TECHNOLOGY,181,92328,16942J10,166028,20070622,20070621,2007,166028
BROADFIN CAPITAL LLC,"CARDICA, INC.",867,91088,14141R10,165943,20140724,-99,2014,165943
STARO ASSET MANAGEMENT,CASMYN CORP,374,84521,14761910,165934,19971001,19970922,1997,165934
GAMCO ASSET MANAGEMENT,MORGANS HOTEL GROUP CO.,105,91096,61748W108,165924,20140918,20140908,2014,165924
HG VORA SPECIAL OPPORTUNITIES FUND LP,MORGANS HOTEL GROUP CO.,465,91096,617748W1,165924,20100601,20100519,2010,165924
KERRISDALE ADVISERS LLC,MORGANS HOTEL GROUP CO.,848,91096,61748W10,165924,-99,-99,,165924
CAERUS GLOBAL INVESTORS LLC,MORGANS HOTEL GROUP CO.,877,91096,61748W10,165924,-99,-99,,165924
VIKING ASSET MANAGEMENT LLC,INCREDIMAIL LTD.,558,91082,M5364E10,165923,20071031,20071023,2007,165923
TENNENBAUM & CO LLC,EUROSEAS LTD.,75,91734,Y23592200,165913,20140131,20140129,2014,165913
CLINTON GROUP INC,HEALTHSPRING,181,91113,42224N10,165855,20070627,20070626,2007,165855
NORTHAVEN MANAGEMENT INC,"EASTERN INSURANCE HOLDINGS, INC.",196,91351,27653410,165854,20060621,20060616,2006,165854
GAMCO ASSET MANAGEMENT,"TRIPLE CROWN MEDIA, INC.",105,91031,89675K102,165744,20060109,20051230,2006,165744
QUADRANGLE DEBT RECOVERY ADVISORS LLC,STAR BULK CARRIERS CORP.,621,92470,Y8162K105,165743,20130805,20130725,2013,165743
FURSA SPV LLC,CASTLE BRANDS INC,41,91192,14843510,165691,20080915,20080905,2008,165691
INTERLACHEN CAPITAL GROUP LP,CASTLE BRANDS INC,467,91192,14843510,165691,20071217,20071205,2007,165691
BVF PARTNERS,"SGX PHARMACEUTICALS, INC.",12,91101,78423C10,165650,20080623,20080618,2008,165650
ORBIMED ADVISORS LLC,"SGX PHARMACEUTICALS, INC.",593,91101,78423C108,165650,20080730,-99,2008,165650
GAMCO ASSET MANAGEMENT,"COLEMAN CABLE, INC.",105,91891,193459302,165640,20140127,20140117,2014,165640
SUN CAPITAL SECURITIES LLC,"COLEMAN CABLE, INC.",248,91891,19345930,165640,20080204,20080124,2008,165640
MILLENNIUM MANAGEMENT LLC,"MAJESTIC CAPITAL, LTD.",153,91019,G5760D10,165501,20070220,20070208,2007,165501
INTERINVEST CORP,CEREPLAST INC,698,93346,156732307,165468,20120807,20120803,2012,165468
FINANCIAL EDGE FUND,BANCORP RHODE ISLAND INC ,122,91083,55977T10,165465,20060921,20060913,2006,165465
SANDLER CAPITAL MANAGEMENT,"LEGACY BANCORP, INC.",156,90953,52463G10,165411,20091106,20091102,2009,165411
OSMIUM SPARTAN LP,ATS CORP,197,93197,2.11E+12,165394,20100205,20100203,2010,165394
MILLENNIUM MANAGEMENT LLC,ATS CORP,153,93197,2.11E+12,165394,20070410,20070328,2007,165394
LC CAPITAL MASTER FUND LTD,ATS CORP,486,93197,2.11E+12,165394,20070926,20070920,2007,165394
ICAHN CARL,"AMERICAN RAILCAR INDUSTRIES, INC./DE",30,91075,02916P10,165358,20060131,20060120,2006,165358
CORVEX MANAGEMENT LP,"FIDELITY NATIONAL FINANCIAL, INC.",688,90925,31620R105,165264,20131031,20131021,2013,165264
VALUEACT CAPITAL MANAGEMENT LP,"FIDELITY NATIONAL FINANCIAL, INC.",81,90925,31620R10,165264,20110826,20110815,2011,165264
ANCHORAGE ADVISORS LLC,"DHT HOLDINGS, INC.",404,90943,Y2065G121,165262,20120514,20120502,2012,165262
MMI INVESTORS,"DHT MARITIME, INC.",43,90943,Y2065G10,165262,20091203,20091123,2009,165262
MILLENNIUM MANAGEMENT LLC,ZIOPHARM ONCOLOGY INC,153,91488,98973P10,165215,20060818,20060817,2006,165215
BECKER STEVEN R,SYNERGETICS USA INC,297,76020,87160G10,165179,20091007,20091005,2009,165179
GLENHILL ADVISORS LLC,DOVER SADDLERY INC,192,90969,26041210,165053,20051128,20051117,2005,165053
COLISEUM CAPITAL MANAGEMENT LLC,"DEI HOLDINGS, INC.",434,91022,25457510,164758,20090217,20090217,2009,164758
ELM RIDGE CAPITAL MANAGEMENT LLC,KAPSTONE PAPER & PACKAGING CORP,445,92044,48562P10,164680,20080822,20080820,2008,164680
MILLENNIUM MANAGEMENT LLC,ALSIUS CORPORATION,153,92193,2121110,164679,20070702,20070621,2007,164679
GAMCO ASSET MANAGEMENT,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",105,24046,18450210,164660,20090416,20081119,2009,164660
FIRST EAGLE INVESTMENT MANAGEMENT LLC,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",409,24046,18451C109,164660,-99,-99,,164660
SANDELL ASSET MANAGEMENT,BROOKDALE SENIOR LIVING INC.,69,90988,11246310,164652,-99,-99,,164652
TALON ASSET MANAGEMENT,HIGHBURY FINANCIAL INC,545,-99,42982Y109,164637,20090625,20090625,2009,164637
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,PET DRX CORP,86,92689,27876C10,164610,20081006,20080930,2008,164610
KNOTT DAVID M,PET DRX CORP,479,92689,27876C10,164610,20080111,20070104,2008,164610
HG VORA SPECIAL OPPORTUNITIES FUND LP,"TOWN SPORTS INTERNATIONAL HOLDINGS, INC.",465,91349,89214A10,164606,20140821,-99,2014,164606
PALO ALTO INVESTORS LLC,"IDM PHARMA, INC.",279,77097,44939410,164605,20080829,20080829,2008,164605
FAIRHOLME CAPITAL MANAGEMENT LLC,"TAL INTERNATIONAL GROUP, INC.",189,90940,87408310,164585,20051027,20051017,2005,164585
SMITH THOMAS W,"PHARMATHENE, INC",519,90926,71714G102,164510,20130926,20130924,2013,164510
MILLENNIUM MANAGEMENT LLC,"PHARMATHENE, INC.",153,90926,71714G10,164510,20070813,20070803,2007,164510
BREEDEN CAPITAL MANAGEMENT LLC,ACCO BRANDS CORP,198,90825,00081T10,164506,20070529,20070517,2007,164506
GAMCO ASSET MANAGEMENT,"SMART BALANCE, INC.",105,92227,83169Y108,164408,20120601,20120531,2012,164408
OKUMUS FUND MANAGEMENT LTD,"VOCUS, INC.",783,91033,92858J10,164369,20130521,-99,2013,164369
SANDLER CAPITAL MANAGEMENT,FIRST SECURITY GROUP INC/TN,156,90862,33631210,164368,20081016,20081003,2008,164368
MACKEY WARREN A,"WATERSTONE FINANCIAL, INC.",706,90961,94188P101,164365,20140501,20140421,2014,164365
BLUE HARBOUR GROUP LP,"INVESTORS BANCORP, INC.",135,90952,46146L101,164364,20140821,20140811,2014,164364
RLR CAPITAL PARTNERS LP,TRONOX,155,91012,89705110,164363,20071108,20071106,2007,164363
BBS CAPITAL MANAGEMENT LP,KONA GRILL INC,416,90865,50047H20,164290,20090617,20090615,2009,164290
MILL ROAD CAPITAL MANAGEMENT LLC,"KONA GRILL, INC.",864,90865,50047H20,164290,20080626,20080616,2008,164290
MILLENNIUM MANAGEMENT LLC,"LIBERATOR MEDICAL HOLDINGS, INC.",153,14289,53012L10,164275,20080602,20080522,2008,164275
SC FUNDAMENTAL INC,AMC ENTERTAINMENT INC,376,66413,166910,164271,19961101,19961023,1996,164271
MILLENNIUM MANAGEMENT LLC,"MEDIVATION, INC.",153,91141,58501N10,164266,20071210,20071128,2007,164266
MILLENNIUM MANAGEMENT LLC,AMERICAN COMMUNITY NEWSPAPERS INC.,153,90830,02520T10,164264,20070712,20070702,2007,164264
WEISS ASSET MANAGEMENT LP,"GLOBALOPTIONS GROUP, INC.",562,92297,37946D20,164258,20101029,20101019,2010,164258
ENGAGED CAPITAL LLC,"JAMBA, INC.",694,90795,47023A309,164255,20140723,20140714,2014,164255
TUDOR INVESTMENT CORP,"JAMBA, INC.",388,90795,47023A10,164255,20061208,20061129,2006,164255
JCP INVESTMENT MANAGEMENT LLC,"JAMBA, INC.",701,90795,47023A30,164255,-99,-99,,164255
STEEL PARTNERS,API TECHNOLOGIES CORP.,74,12881,1.87E+22,164099,20140312,20140307,2014,164099
WEXFORD MANAGEMENT LLC,"BRONCO DRILLING COMPANY, INC.",235,90858,11221110,164075,20080725,20080716,2008,164075
THIRD AVENUE MANAGEMENT LLC,"BRONCO DRILLING COMPANY, INC.",236,90858,11221110,164075,20080125,20080125,2008,164075
ALPINE ASSOCIATES,"BRONCO DRILLING COMPANY, INC.",798,90858,11221110,164075,20080417,20080407,2008,164075
VALUEACT CAPITAL MANAGEMENT LP,WILLIAMS SCOTSMAN INTERNATIONAL INC,81,90915,96950G10,163976,20050930,20050920,2005,163976
VALUEACT CAPITAL MANAGEMENT LP,DRESSER RAND GROUP INC.,81,90831,261608103,163948,20140228,20140218,2014,163948
VALUEACT CAPITAL MANAGEMENT LP,DRESSER-RAND GROUP INC.,81,90831,26160810,163948,20081016,20081006,2008,163948
THIRD POINT MANAGEMENT CO LLC,"CF INDUSTRIES HOLDINGS, INC.",77,90829,12526910,163946,-99,-99,,163946
STILLWELL PARTNERS,"COLONIAL FINANCIAL SERVICES, INC.",76,90722,19566B10,163926,20110824,20110819,2011,163926
,"COLONIAL FINANCIAL SERVICES, INC.",118,90722,19566B10,163926,20101222,20101214,2010,163926
OKUMUS FUND MANAGEMENT LTD,"WEB.COM GROUP, INC.",783,90984,94733A10,163916,20141109,-99,2014,163916
DISCOVERY GROUP LLC,"ATRICURE, INC.",21,90856,04963C20,163889,20100910,20100910,2010,163889
HILLSON PARTNERS LP,ORCHIDS PAPER PRODUCTS CO /DE,142,90791,68572N10,163887,20100617,20100614,2010,163887
DIALECTIC CAPITAL MANAGEMENT LLC,ADVANCED ANALOGIC TECHNOLOGIES INC,440,90854,00752J10,163679,20100809,20100729,2010,163679
SELIGMAN SPECTRUM FOCUS (MASTER) FUND,ADVANCED ANALOGIC TECHNOLOGIES INC,527,90854,00752J10,163679,20100713,20100708,2010,163679
VALUEACT CAPITAL MANAGEMENT LP,"GLOBAL CASH ACCESS HOLDINGS, INC.",81,90885,37896710,163678,20080924,20080918,2008,163678
HEARTLAND ADVISORS INC,LINCOLN EDUCATIONAL SERVICES CORP,341,90735,533535100,163668,20140428,20140428,2014,163668
BLUM CAPITAL PARTNERS LP,LINCOLN EDUCATIONAL SERVICES CORP,7,90735,53353510,163668,20060109,20051228,2006,163668
STILLWELL PARTNERS,FEDFIRST FINANCIAL CORP,76,90665,31429C10,163633,20100924,20100921,2010,163633
PRIDES CAPITAL PARTNERS LLC,"DIAMOND FOODS, INC",57,90807,25260310,163627,20051104,20051102,2005,163627
MESON CAPITAL PARTNERS LLC,"LUCAS ENERGY, INC.",708,92571,549333201,163596,20120921,20120911,2012,163596
NORTHAVEN MANAGEMENT INC,TRANSCOMMUNITY FINANCIAL CORP,196,-99,89354810,163576,20071015,20071012,2007,163576
VALUEACT CAPITAL MANAGEMENT LP,"SOLEXA, INC.",81,85699,83420X10,163087,20050722,20050712,2005,163087
ROBOTTI ROBERT,"BUILDERS FIRSTSOURCE, INC.",714,90720,12008R107,163036,20100209,20100127,2010,163036
STADIUM CAPITAL MANAGEMENT LLC,"BUILDERS FIRSTSOURCE, INC.",161,90720,12008R10,163036,20090924,20070912,2009,163036
BVF PARTNERS,TARGACEPT INC,12,91184,87611R306,162958,20140905,20140826,2014,162958
ATLANTIC INVESTMENT MANAGEMENT INC,"ROCKWOOD HOLDINGS, INC.",5,90849,774415103,162957,20120914,20120913,2012,162957
PALO ALTO INVESTORS LLC,TRIANGLE PETROLEUM CORP,279,12389,89600B20,162941,20091124,20091117,2009,162941
"ADW CAPITAL MANAGEMENT, LLC","RADIANT LOGISTICS, INC.",859,13196,75025X10,162914,-99,-99,,162914
MMI INVESTORS,"CORE-MARK HOLDING COMPANY, INC.",43,91018,21868110,162876,20100920,20100909,2010,162876
LOEB ARBITRAGE FUND,"CORE-MARK HOLDING COMPANY, INC.",38,91018,21868110,162876,20080311,20080310,2008,162876
WYNNEFIELD PARTNERS SMALL CAP VALUE LP,"CORE-MARK HOLDING COMPANY, INC.",86,91018,21868110,162876,20080211,20080114,2008,162876
FJ CAPITAL LLC,"HOME FEDERAL BANCORP, INC. OF LOUISIANA",451,12487,43708L108,162825,20120430,20120430,2012,162825
STILLWELL PARTNERS,"HOME FEDERAL BANCORP, INC. OF LOUISIANA",76,12487,43708L10,162825,20110103,20101222,2011,162825
CLINTON GROUP INC,"XENOPORT, INC.",181,90748,98411C100,162809,-99,-99,,162809
PIRATE CAPITAL LLC,BRINKS CO,55,90672,35702310,162742,20060417,20060405,2006,162742
STILLWELL PARTNERS,"GEORGETOWN BANCORP, INC.",76,13529,372591107,162717,20120723,20120712,2012,162717
BVF PARTNERS,"COMBINATORX, INC",12,90968,20010A10,162497,20081017,20081016,2008,162497
RELATIONAL INVESTORS LLC,GUARANTY BANCORP,64,90948,40075T10,162489,20090515,20090506,2009,162489
DUQUESNE CAPITAL MANAGEMENT LLC,ALPHA NATURAL RESOURCES INC,213,90547,02076X 10 2,162448,20090716,20090716,2009,162448
OWL CREEK ASSET MANAGEMENT,"FOUNDATION COAL HOLDINGS, INC.",247,90501,35039W10,162448,20080229,20080226,2008,162448
SUN CAPITAL SECURITIES LLC,ALPHA NATURAL RESOURCES,248,90547,02076X10,162448,20070406,20070327,2007,162448
COLISEUM CAPITAL MANAGEMENT LLC,"LHC GROUP, INC",434,90734,50187A107,162404,20121116,20121114,2012,162404
MILLENNIUM MANAGEMENT LLC,"FAMILYMEDS GROUP, INC.",153,87386,30706T20,162378,20070309,20070307,2007,162378
OLIVER PRESS PARTNERS,EMAGEON,245,90592,29076V10,162356,20070730,20070718,2007,162356
SANDLER CAPITAL MANAGEMENT,TIDELANDS BARCSHARES INC,156,91508,88637410,162349,20060417,20060328,2006,162349
CONTRARIAN CAPITAL MANAGEMENT,INTERNATIONAL COAL GROUP INC,14,90994,45928H10,162283,20051122,20051118,2005,162283
KAIZEN MANAGEMENT LP,TRI-S SECURITY CORP.,145,90673,89557810,162048,20061204,20061204,2006,162048
FINANCIAL EDGE FUND,BANKFINANCIAL CORP,122,90718,06643P104,161942,20130214,20130205,2013,161942
,"PRUDENTIAL BANCORP, INC.",118,90637,74431A101,161924,20140822,20140814,2014,161924
MACKEY WARREN A,"PRUDENTIAL BANCORP, INC.",706,90637,74431A101,161924,20131028,20131017,2013,161924
STILLWELL PARTNERS,PRUDENTIAL BANCORP INC OF PENNSYLVANIA,76,90637,74431910,161924,20050620,20050608,2005,161924
OLIVER PRESS PARTNERS,"SEABRIGHT HOLDINGS, INC.",245,90543,81165610,161909,-99,-99,,161909
HAMOT SETH W,ORANGE 21 INC.,16,90486,68531710,161903,20080826,20080821,2008,161903
INTEGRITY BRANDS INC,ORANGE 21 INC.,130,90486,68531710,161903,20060522,20060522,2006,161903
THESIS CAPITAL MANAGEMENT LLC,ORANGE 21 INC.,207,90486,68531710,161903,20061122,20061116,2006,161903
INDIAN CREEK CAPITAL MANAGEMENT LLC,KEARNY FINANCIAL CORP.,754,90600,48716910,161853,-99,-99,,161853
MILLENNIUM MANAGEMENT LLC,"NATIONSHEALTH, INC.",153,90362,63860C10,161816,20061228,20061219,2006,161816
STADIUM CAPITAL MANAGEMENT LLC,BLUELINX HOLDINGS INC.,161,90496,09624H10,161813,20100811,20100810,2010,161813
