Fund Name,Target Name,FundID,Permno,NCUSIP,Gvkey,Date13D,DateCross5pct
PIRATE CAPITAL LLC,BRINKS CO,55,90672,35702310,162742,20060417,20060405
PIRATE CAPITAL LLC,BRINKS CO,55,75432,12513710,15092,20060420,20060410
PIRATE CAPITAL LLC,PEP BOYS MANNY MOE & JACK,55,35238,71327810,8475,20060420,20060418
PIRATE CAPITAL LLC,PEP BOYS MANNY MOE & JACK,55,91071,60467R10,-99,20060601,-99
PIRATE CAPITAL LLC,OSI RESTAURANT PARTNERS INC.,55,76702,67104A10,24186,20060605,20060602
PIRATE CAPITAL LLC,OSI RESTAURANT PARTNERS INC.,55,57154,37731610,5179,20060927,20060919
PIRATE CAPITAL LLC,"MUELLER WATER PRODUCTS, INC.",55,91234,62475810,166482,20061222,20061214
PRENTICE CAPITAL MANAGEMENT LP,WET SEAL INC.,56,76217,96184010,22612,20050512,20050502
PRENTICE CAPITAL MANAGEMENT LP,"GAIAM, INC",56,87321,36268Q10,125601,20050708,20050630
PRENTICE CAPITAL MANAGEMENT LP,WHITEHALL JEWELLERS INC,56,83526,96506310,62748,20051013,20051003
PRENTICE CAPITAL MANAGEMENT LP,BLUEFLY INC,56,85204,9622710,64851,20060615,20060605
PRENTICE CAPITAL MANAGEMENT LP,"DELIAS, INC.",56,91014,24691110,119474,20100908,20100825
PRENTICE CAPITAL MANAGEMENT LP," ASCENDIA BRANDS, INC.",56,90159,15670X10,-99,20060710,20060630
PRIDES CAPITAL PARTNERS LLC,"HEALTHTRONICS, INC",57,87451,42222L10,2589,20040624,20040615
PRIDES CAPITAL PARTNERS LLC,ARK RESTAURANTS CORP,57,85586,4071210,11872,20040709,20040701
PRIDES CAPITAL PARTNERS LLC,"FINLAY ENTERPRISES, INC",57,81553,31788420,31683,20040709,20040701
PRIDES CAPITAL PARTNERS LLC,PRIME MEDICAL SERVICES INC,57,20459,74156D10,2589,20040723,20040722
PRIDES CAPITAL PARTNERS LLC,"PEGASUS SOLUTIONS, INC",57,85311,70590610,65236,20041124,20041115
PRIDES CAPITAL PARTNERS LLC,"WORLDWIDE RESTAURANT CONCEPTS, INC",57,56354,98160A10,23769,20041210,20041209
PRIDES CAPITAL PARTNERS LLC,"WASTE SERVICES, INC",57,86956,94107510,120835,20050324,20050315
PRIDES CAPITAL PARTNERS LLC,"HANGER ORTHOPEDIC GROUP, INC",57,10051,41043F20,16456,20050414,20050406
PRIDES CAPITAL PARTNERS LLC,QC HOLDINGS INC,57,90292,74729T10,160417,20050527,20050517
PRIDES CAPITAL PARTNERS LLC,"TRUMP ENTERTAINMENT RESORTS, INC",57,90911,89816T10,60802,20050817,20050815
PRIDES CAPITAL PARTNERS LLC,"DECORATOR INDUSTRIES, INC.",57,60273,24363120,3833,20050915,20050901
PRIDES CAPITAL PARTNERS LLC,"EMBREX, INC.",57,77099,29081710,24662,20051025,20051019
PRIDES CAPITAL PARTNERS LLC,"DIAMOND FOODS, INC",57,90807,25260310,163627,20051104,20051102
PRIDES CAPITAL PARTNERS LLC,MOD-PAC CORP.,57,89699,60749510,152809,20051123,20051115
PRIDES CAPITAL PARTNERS LLC,"DARLING INTERNATIONAL, INC",57,80928,23726610,30651,20051212,20051201
PRIDES CAPITAL PARTNERS LLC,"DARLING INTERNATIONAL, INC",57,88258,71935810,6598,20060825,20060816
PRIDES CAPITAL PARTNERS LLC,VALASSIS COMMUNICATIONS,57,77461,91886610,25021,20070119,20070110
PRIVATE CAPITAL MANAGEMENT,BHC FINANCIAL INC,58,79074,05544W10,28076,19961007,19961004
PRIVATE CAPITAL MANAGEMENT,UNIVERSAL HOSPITAL SERVICES INC,58,77670,91359L10,25361,19961030,19961030
PRIVATE CAPITAL MANAGEMENT,HUDSON RIVER BANCORP INC,58,86268,44412810,112186,20001006,-99
PRIVATE CAPITAL MANAGEMENT,BANKNORTH GROUP (NOW TD BANKNORTH) TD _ TORONTO DOMINION,58,10906,06646R10,16991,20040923,20040923
PRIVATE CAPITAL MANAGEMENT,KNIGHT-RIDDER,58,48960,49904010,6475,20051101,20051101
PRIVATE CAPITAL MANAGEMENT,MASSBANK CORP,58,10271,57615210,16924,20070911,20070910
PRIVATE CAPITAL MANAGEMENT,"COMPUTER ASSOCIATES INTERNATIONAL, INC.",58,25578,204912109,-99,-99,-99
PRIVATE CAPITAL MANAGEMENT,"PEOPLESOFT, INC.",58,78083,712713106,25944,-99,-99
PRIVATE CAPITAL MANAGEMENT,TIERONE CORPORATION,58,89531,88650R108,148109,-99,-99
RCG HOLDINGS LLC,CPI CORP,61,20248,12590210,2555,20030915,20030904
RCG HOLDINGS LLC,ART TECHNOLOGY GROUP INC,61,87099,04289L107,122159,20040824,20040818
RCG HOLDINGS LLC,I MANY INC,61,88448,44973Q10,137662,20050209,20050203
RCG HOLDINGS LLC,I MANY INC,61,89506,78709Y10,150481,20060112,20060103
RCG HOLDINGS LLC,I MANY INC,61,76322,04516H10,21519,20060123,20060113
RCG HOLDINGS LLC,"TSIC, INC",61,11278,82001310,13479,20060309,20060227
RCG HOLDINGS LLC,S1 CORP,61,83554,78463B10,121053,20060330,20060320
RCG HOLDINGS LLC,S1 CORP,61,33603,51369610,6571,20061205,20061130
RCG HOLDINGS LLC,PHOENIX TECHNOLOGIES,61,11917,71915310,14626,20060615,20060605
RCG HOLDINGS LLC,A SCHULMAN,61,69199,80819410,9472,20070402,20070330
RCG HOLDINGS LLC,VERTRUE,61,84098,92534N10,63812,20070611,20070601
RCG HOLDINGS LLC,KENSEY NASH CORP,61,82717,49005710,61703,20070702,20070622
RCG HOLDINGS LLC,LUBY'S,61,64020,54928210,6831,20070730,20070718
RCG HOLDINGS LLC,CAPTARIS INC,61,81142,14071N10,31143,20071102,20071023
RCG HOLDINGS LLC,FEDERAL SIGNAL CORP,61,47706,31385510,4608,20071214,20071204
RCG HOLDINGS LLC,DATASCOPE CORP,61,28840,23811310,3786,20080318,20080311
RCG HOLDINGS LLC,AGILYSYS INC,61,63125,00847J10,8599,20080602,20080521
RCG HOLDINGS LLC,TOLLGRADE COMMUNICATIONS INC \PA\,61,82755,88954210,61725,20080609,20080528
RCG HOLDINGS LLC,ACTEL CORP,61,79467,493410,28678,20081014,20081001
RCG HOLDINGS LLC,KEYNOTE SYSTEMS INC,61,87242,49330810,124196,20081107,20081028
RCG HOLDINGS LLC,ORTHOFIX INTERNATIONAL N V,61,78756,N6748L10,28380,20090112,20090107
RCG HOLDINGS LLC,IPASS INC,61,89796,46261V10,153728,20090417,20090408
RCG HOLDINGS LLC,IMMERSION CORP,61,87394,45252110,126318,20090914,20090902
RCG HOLDINGS LLC,ANALOGIC CORP,61,14198,3265720,1633,20091221,20091210
RCG HOLDINGS LLC,MICROTUNE INC,61,88575,59514P10,135805,20091218,20091209
RCG HOLDINGS LLC,EXTREME NETWORKS INC,61,86822,30226D10,119574,20100315,20100312
RCG HOLDINGS LLC,SEACHANGE INTERNATIONAL INC,61,84255,81169910,63938,20100409,20100330
RCG HOLDINGS LLC,"AVIAT NETWORKS, INC.",61,91836,05366Y10,176572,20100707,20100629
RCG HOLDINGS LLC,CYPRESS BIOSCIENCE INC,61,43290,23267450,5841,20100719,20100716
RCG HOLDINGS LLC,ZORAN CORP \DE\,61,82766,98975F10,61737,20101101,20101029
RCG HOLDINGS LLC,SURMODICS INC,61,85889,86887310,66588,20101117,20101111
RED ZONE LLC,SIX FLAGS INC,62,76209,83001P10,10567,20040830,20040823
ARISTOTLE CAPITAL MANAGEMENT LLC,HUNT CORP,63,62287,44559110,5782,20000302,20000214
ARISTOTLE CAPITAL MANAGEMENT LLC,CHANGE TECHNOLOGY PARTNERS INC,63,-99,64125U406,22377,20000919,20000918
ARISTOTLE CAPITAL MANAGEMENT LLC,AMERICAN COIN MERCHANDISING INC,63,82470,02516B10,61421,20000919,20000918
ARISTOTLE CAPITAL MANAGEMENT LLC,TRIPOS INC,63,80579,89692810,30265,20000919,20000918
ARISTOTLE CAPITAL MANAGEMENT LLC,WHITEHALL JEWELERS INC.,63,83526,96506310,62748,20050816,20050815
ARISTOTLE CAPITAL MANAGEMENT LLC,SPARTECH,63,72005,84722020,9921,20071001,20071001
ARISTOTLE CAPITAL MANAGEMENT LLC,CHESAPEAKE ENERGY CORPORATION,63,78877,165167107,27786,-99,-99
ARISTOTLE CAPITAL MANAGEMENT LLC,USI HOLDINGS CORPORATION,63,89532,90333H101,148475,20061120,-99
RELATIONAL INVESTORS LLC,APRIA HEALTHCARE GROUP INC,64,76653,3793310,23988,19971009,19970929
RELATIONAL INVESTORS LLC,NUEVO ENERGY CO,64,76238,67050910,22668,19980420,19980408
RELATIONAL INVESTORS LLC,TEKTRONIX INC,64,40061,87913110,10391,19990329,19990318
RELATIONAL INVESTORS LLC,ICN PHARMACEUTICALS INC NEW,64,68340,44892410,5825,-99,-99
RELATIONAL INVESTORS LLC,MATTEL,64,39538,57708110,7116,-99,-99
RELATIONAL INVESTORS LLC,NATIONAL SEMICONDUCTOR CORP,64,51377,63764010,7772,20030303,20030221
RELATIONAL INVESTORS LLC,CNF INC,64,41929,12612W10,3416,20040419,20040407
RELATIONAL INVESTORS LLC,SPX CORPORATION,64,55212,78463510,5087,20041115,20041104
RELATIONAL INVESTORS LLC,SOVEREIGN BANCORP,64,10562,84590510,17130,20050526,20050518
RELATIONAL INVESTORS LLC,HOME DEPOT INC,64,66181,437076102,005680,-99,-99
RELATIONAL INVESTORS LLC,UNUMPROVIDENT CORP,64,71175,91529Y10,12726,20070309,20070228
RELATIONAL INVESTORS LLC,SPRINT NEXTEL,64,39087,85206110,10984,20070412,-99
RELATIONAL INVESTORS LLC,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,64,75224,41308610,12788,20090408,20090330
RELATIONAL INVESTORS LLC,GENZYME CORP,64,10324,372917104,012233,-99,-99
RELATIONAL INVESTORS LLC,GUARANTY BANCORP,64,90948,40075T10,162489,20090515,20090506
RELATIONAL INVESTORS LLC,INTUIT,64,78975,461202103,27928,-99,-99
RELATIONAL INVESTORS LLC,CHARLES RIVER LABORATORIES INTERNATIONAL INC,64,88281,15986410,137131,20101209,20101130
RELATIONAL INVESTORS LLC,L 3 COMMUNICATIONS HOLDINGS INC,64,86021,50242410,110685,20110622,20110613
RELATIONAL INVESTORS LLC,"PAR PHARMACEUTICAL COMPANIES, INC.",64,61138,69888P10,8333,20111125,20111114
RELATIONAL INVESTORS LLC,ILLINOIS TOOL WORKS INC,64,56573,452308 10 9,005878,-99,-99
RELATIONAL INVESTORS LLC,PMC SIERRA INC,64,76624,69344F106,023943,20120117,20120104
RELATIONAL INVESTORS LLC,ESTERLINE TECHNOLOGIES CORP,64,50788,297425100,004460,20120524,20120514
RELATIONAL INVESTORS LLC,FLOWSERVE CORP,64,30940,34354P105,004108,20120625,20120614
RELATIONAL INVESTORS LLC,ABERCROMBIE & FITCH CO,64,83976,002896207,063643,-99,-99
RELATIONAL INVESTORS LLC,TIMKEN CO,64,14795,887389104,010581,20121128,20121119
RELATIONAL INVESTORS LLC,SPX CORP,64,55212,784635104,005087,20130225,20130214
RELATIONAL INVESTORS LLC,HOLOGIC INC,64,76095,436440101,020904,20131220,20131210
RELATIONAL INVESTORS LLC,CLEAN HARBORS INC,64,11809,436440101,014027,20140424,20140414
RELATIONAL INVESTORS LLC,MAGNUM HUNTER RESOURCES CORP,64,91419,55973B102,066029,20140530,20140527
RELATIONAL INVESTORS LLC,MANITOWOC CO INC,64,51263,563571108,006994,20140626,20140616
RELATIONAL INVESTORS LLC,"BE AEROSPACE, INC.",64,76138,073302101,21487,-99,-99
RELATIONAL INVESTORS LLC,ELECTRONIC ARTS INC.,64,75828,2.855e+08,16721,-99,-99
RELATIONAL INVESTORS LLC,HEWLETT-PACKARD COMPANY,64,27828,428236103,5606,-99,-99
RELATIONAL INVESTORS LLC,ITT CORPORATION,64,12570,450911102,-99,-99,-99
RELATIONAL INVESTORS LLC,"J.C. PENNEY COMPANY, INC.",64,18403,708160106,8446,-99,-99
RELATIONAL INVESTORS LLC,"PEPSICO, INC.",64,13856,713448108,8479,-99,-99
RGM CAPITAL LLC,DOCUCORP INTERNATIONAL,65,85819,25591110,66530,20050609,20050607
RGM CAPITAL LLC,AEHR TEST SYSTEMS,65,85272,00760J10,65286,20060316,20060308
RGM CAPITAL LLC,AEHR TEST SYSTEMS,65,10886,25551910,4001,20060817,20060808
RGM CAPITAL LLC,AEHR TEST SYSTEMS,65,85770,59562610,66438,20061106,20061027
RGM CAPITAL LLC,AEHR TEST SYSTEMS,65,86878,1985510,120513,20061208,20061130
RGM CAPITAL LLC,CASCADE MICROTECH,65,90478,14732210,141389,20070531,20070521
RGM CAPITAL LLC,"GUIDANCE SOFTWARE, INC.",65,91666,401692108,176255,20140924,20140924
SAC CAPITAL MANAGEMENT,PRICE COMMUNICATIONS CORP,67,69075,74143730,8745,19941107,19941104
SAC CAPITAL MANAGEMENT,ANDROS INC,67,14331,3452810,1652,19950614,19950606
SAC CAPITAL MANAGEMENT,U S ALCOHOL TESTING OF AMERICA INC,67,77002,91154J10,23576,19960705,19960626
SAC CAPITAL MANAGEMENT,EA INDUSTRIES INC /NJ/,67,38543,26822P10,4283,19960730,19960723
SAC CAPITAL MANAGEMENT,INTERSTATE NATIONAL DEALER SERVICES INC,67,80755,46102P10,30496,19970619,19970609
SAC CAPITAL MANAGEMENT,INAMED CORP,67,10342,45323510,4675,20051107,20051104
SAC CAPITAL MANAGEMENT,PHELPS DODGE CORP,67,17806,71726510,8536,20061211,20061204
SAC CAPITAL MANAGEMENT,WCI COMMUNITIES,67,89347,92923C10,145186,20070320,20070319
SAC CAPITAL MANAGEMENT,TD AMERITRADE HOLDING CORP,67,84597,87236Y10,64552,-99,-99
SAC CAPITAL MANAGEMENT,APPLERA CORP,67,27713,3802010,8488,20080425,20080415
SAC CAPITAL MANAGEMENT,I2 TECHNOLOGIES INC,67,83386,46575420,62712,20071003,20071001
SAC CAPITAL MANAGEMENT,PENN TRAFFIC CO,67,75310,70783220,8439,20071022,20071011
SAC CAPITAL MANAGEMENT,ALLIANCE DATA SYSTEMS CORP,67,89002,1858110,143974,20071210,20071129
SAC CAPITAL MANAGEMENT,PHARMION,67,89918,71715B40,155795,20071226,20071219
SAC CAPITAL MANAGEMENT,ORIENT EXPRESS HOTELS LTD,67,88495,G6774310,138861,20080516,20080214
SAC CAPITAL MANAGEMENT,TAKE TWO INTERACTIVE SOFTWARE INC,67,84761,87405410,64630,20080625,20080619
SAC CAPITAL MANAGEMENT,TERRA INDUSTRIES INC,67,65293,88091510,5980,20090511,20090507
SAC CAPITAL MANAGEMENT,CLEARWATER PAPER CORP,67,92854,18538R103,181931,20120502,20120501
SAC CAPITAL MANAGEMENT,PLAINS EXPLORATION & PRODUCTION COMPANY,67,89636,72650510,149268,-99,-99
SAC CAPITAL MANAGEMENT,BAUSCH & LOMB INCORPORATED,67,26518,07170710,-99,20070705,20070625
SAC CAPITAL MANAGEMENT,SPEEDCOM WIRELESS CORPORATION,67,88914,84770310,-99,20040213,20040204
SACC PARTNERS LLC,LANTRONIX,68,88542,51654810,138467,20020712,20020620
SACC PARTNERS LLC,ODETICS INC,68,67029,67606520,8087,20030826,20030731
SACC PARTNERS LLC,REMEC,68,83163,75954310,61988,20050315,20050314
SACC PARTNERS LLC,HORIZON OFFSHORE INC,68,85986,44043J10,109043,20050411,20050331
SACC PARTNERS LLC,CARREKER CORP,68,86055,14443310,110721,20060616,20060608
SACC PARTNERS LLC,ALLIANCE SEMICONDUCTOR CORP,68,79935,01877h100,029323,20050627,20050617
SACC PARTNERS LLC,INTEGRATED SILICON SOLUTION INC,68,81256,45812P10,31488,20060815,20060815
SACC PARTNERS LLC,INTEGRATED SILICON SOLUTION INC,68,53082,56063510,7278,20061229,20061229
SACC PARTNERS LLC,REGENT COMMUNICATIONS,68,87564,75886510,111974,20070404,20070404
SACC PARTNERS LLC,DDI CORP,68,90083,23316250,133945,20070516,20070508
SACC PARTNERS LLC,DITECH NETWORKS CORP,68,86959,25500T10,121153,20070525,20070516
SACC PARTNERS LLC,ESS TECHNOLOGY INC,68,82488,26915110,61396,20070529,20070517
SACC PARTNERS LLC,SILICON STORAGE TECHNOLOGY,68,82619,82705710,61592,20070913,-99
SACC PARTNERS LLC,TRANS WORLD ENTERTAINMENT,68,10514,89336Q10,12421,20071109,20071107
SACC PARTNERS LLC,TRANSMETA CORP,68,88813,89376R20,141044,20071119,20071108
SACC PARTNERS LLC,ZILOG INC,68,90099,98952430,23700,20080118,20080111
SACC PARTNERS LLC,MANAGEMENT NETWORK GROUP INC,68,87424,56169310,126496,20080320,20080319
SACC PARTNERS LLC,ASYST TECHNOLOGIES INC,68,79568,04648X107,028884,-99,-99
SACC PARTNERS LLC,GSI TECHNOLOGY INC,68,91901,36241U10,160213,20080926,20080923
SACC PARTNERS LLC,"MAGNETEK, INC.",68,75596,55942410,12581,20081203,20081203
SACC PARTNERS LLC,WPCS INTERNATIONAL INC,68,90640,92931L20,127383,20100222,20100211
SACC PARTNERS LLC,"STR HOLDINGS, INC.",68,93111,78478V100,180597,20140311,20140311
SACC PARTNERS LLC,"ALDILA, INC.",68,79247,01438420,28388,20030523,-99
SACC PARTNERS LLC,"CELERITEK, INC.",68,82681,15092610,-99,20021127,20021118
SACC PARTNERS LLC,"CHARLOTTE RUSSE HOLDING, INC.",68,87306,16104810,125275,-99,-99
SACC PARTNERS LLC,"DYNTEK, INC.",68,78214,26818010,-99,20051107,20051026
SACC PARTNERS LLC,IOMEGA CORPORATION,68,45891,46203030,6169,20060313,-99
SACC PARTNERS LLC,"KITTY HAWK, INC.",68,90308,49832620,63755,20060103,20051114
SACC PARTNERS LLC,"LCC INTERNATIONAL, INC.",68,83944,50181010,63635,20080924,20080904
SACC PARTNERS LLC,"NATIONAL R.V. HOLDINGS, INC.",68,79613,63727710,28947,20051121,-99
SACC PARTNERS LLC,SELECTICA INC.,68,87814,81628820,132644,-99,-99
SACC PARTNERS LLC,"WATCHGUARD TECHNOLOGIES, INC.",68,87097,94110510,122447,-99,-99
SACC PARTNERS LLC,"WORLD AIR HOLDINGS, INC.",68,82539,98142V10,61403,20070402,-99
SANDELL ASSET MANAGEMENT,EXIDE TECHNOLOGIES,69,90196,30205120,13634,20041108,20041027
SANDELL ASSET MANAGEMENT,"GENCORP, INC",69,20765,36868210,5018,20050316,20050307
SANDELL ASSET MANAGEMENT,WENDYS INTERNATIONAL,69,63060,95059010,11366,20051213,20051206
SANDELL ASSET MANAGEMENT,SOUTHERN UNION CO,69,76091,84403010,9867,20060627,20060614
SANDELL ASSET MANAGEMENT,HOUSTON EXPLORATION CO,69,83991,44212010,63607,20060725,20060718
SANDELL ASSET MANAGEMENT,INFOSPACE,69,86544,45678T20,116772,20070312,20070301
SANDELL ASSET MANAGEMENT,WCI COMMUNITIES,69,89347,92923C10,145186,20070314,20070305
SANDELL ASSET MANAGEMENT,FAIR ISAAC,69,11533,30325010,13824,20070629,20070628
SANDELL ASSET MANAGEMENT,SYBASE,69,76792,87113010,24409,20071012,20071002
SANDELL ASSET MANAGEMENT,PLAINS EXPLORATION & PRODUCTION CO,69,89636,72650510,149268,20071019,20071010
SANDELL ASSET MANAGEMENT,TPC GROUP INC.,69,93402,89236Y104,160580,20120905,20120827
SANDELL ASSET MANAGEMENT,COMPUWARE CORP,69,78139,205638109,026011,-99,-99
SANDELL ASSET MANAGEMENT,BOB EVANS FARMS INC,69,18570,96761101,002282,20130924,20130917
SANDELL ASSET MANAGEMENT,MERITOR INC,69,85349,59001K100,065399,20140609,20140605
SANDELL ASSET MANAGEMENT,BROOKDALE SENIOR LIVING INC.,69,90988,11246310,164652,-99,-99
SANDELL ASSET MANAGEMENT,JDS UNIPHASE CORPORATION,69,79879,46612J50,-99,20150901,20150825
SANDELL ASSET MANAGEMENT,SEMGROUP CORPORATION,69,12384,81663A10,184035,-99,-99
SANDELL ASSET MANAGEMENT,SPECTRA ENERGY CORP,69,91650,84756010,176282,-99,-99
SMP ASSET MANAGEMENT LLC,AMERICAN LOCKER GROUP INC,70,10488,2728410,1496,20001121,20001101
SMP ASSET MANAGEMENT LLC,EPOLIN,70,75738,29427610,-99,20011116,20011116
SMP ASSET MANAGEMENT LLC,LIQUID AUDIO (LATER NAMED LQ CORP),70,87076,53631T10,121979,20030715,20030714
SMP ASSET MANAGEMENT LLC,WARWICK VALLEY TELEPHONE CO.,70,86008,93675010,11291,20031124,-99
SMP ASSET MANAGEMENT LLC,"FRANKLIN CREDIT MANAGEMENT, CORP",70,90809,35348720,106524,20050309,20050304
SMP ASSET MANAGEMENT LLC,"SPAN-AMERICA MEDICAL SYSTEMS, INC.",70,71942,84639610,9916,-99,-99
SMP ASSET MANAGEMENT LLC,THE FIRST YEARS INC.,70,47707,33761010,6431,-99,-99
SMP ASSET MANAGEMENT LLC,"TOFUTTI BRANDS, INC.",70,68718,88906B10,10598,20080512,-99
SMP ASSET MANAGEMENT LLC,VERIZON COMMUNICATIONS INC.,70,65875,92343V10,2136,20040712,-99
SHAMROCK ACTIVIST VALUE FUND LP,IPASS INC,71,89796,46261V10,153728,20050523,20050512
SHAMROCK ACTIVIST VALUE FUND LP,"INTRADO, INC.",71,86188,46117A10,112004,20050526,20050518
SHAMROCK ACTIVIST VALUE FUND LP,COLLECTORS UNIVERSE INC,71,87379,19421R20,125975,20051213,20051207
SHAMROCK ACTIVIST VALUE FUND LP,COINSTAR INC,71,85173,19259P30,65026,20060531,20060530
SHAMROCK ACTIVIST VALUE FUND LP,MODINE MANUFACTURING CO,71,54704,60782810,7486,20061109,20061102
SHAMROCK ACTIVIST VALUE FUND LP,TNS INC,71,90078,87296010,157118,20070123,20070119
SHAMROCK ACTIVIST VALUE FUND LP,REDDY ICE HOLDINGS,71,90847,75734R10,160163,20070517,20070508
SHAMROCK ACTIVIST VALUE FUND LP,NUCO2 INC /FL,71,82730,62942810,61746,20070806,20070726
SHAMROCK ACTIVIST VALUE FUND LP,ERESEARCHTECHNOLOGY INC /DE/,71,84559,29481V10,64341,20070810,20070731
SHAMROCK ACTIVIST VALUE FUND LP,JACKSON HEWITT TAX SERVICE,71,90209,46820210,264507,20071022,20071011
SHAMROCK ACTIVIST VALUE FUND LP,WEBSENSE,71,87827,94768410,133432,20071022,20071012
SHAMROCK ACTIVIST VALUE FUND LP,PANERA BREAD,71,76695,69840W10,24113,20071214,20071206
SHAMROCK ACTIVIST VALUE FUND LP,MAGELLAN HEALTH SERVICES INC,71,90011,55907920,2940,20080314,20080305
SHAMROCK ACTIVIST VALUE FUND LP,ELIZABETH ARDEN INC,71,82699,28660G10,61763,20081027,20081017
SHAMROCK ACTIVIST VALUE FUND LP,TEXAS INDUSTRIES INC,71,40694,88249110,10498,20081110,20081030
SHAMROCK ACTIVIST VALUE FUND LP,ARRIS GROUP INC,71,79564,80000Q10,28853,20081201,20081119
SHAMROCK ACTIVIST VALUE FUND LP,MOBILE MINI INC,71,80254,60740F10,29734,20090914,20090904
SHAMROCK ACTIVIST VALUE FUND LP,AGILE SOFTWARE CORPORATION,71,87153,00846X10,123094,20060911,20060911
SHAMROCK ACTIVIST VALUE FUND LP,"CARTER-WALLACE, INC.",71,26374,14628510,2797,-99,-99
SHAMROCK ACTIVIST VALUE FUND LP,PROQUEST COMPANY,71,81653,74346P10,-99,20061226,20061215
SHAMROCK ACTIVIST VALUE FUND LP,THE BRINK'S COMPANY,71,18649,10969610,28590,-99,-99
SHAMROCK ACTIVIST VALUE FUND LP,THE WALT DISNEY COMPANY,71,26403,25468710,3980,-99,-99
SJ STRATEGIC INVESTMENTS,NOVAVAX,72,82779,67000210,61655,20030226,20030218
SJ STRATEGIC INVESTMENTS,MOORE MEDICAL CORP.,72,67678,61579910,7556,20040121,20040120
SJ STRATEGIC INVESTMENTS,STELLAR INTERNATIONAL INC,72,-99,858557 10 1,-99,20040301,20040219
SJ STRATEGIC INVESTMENTS,"SMITH AND WOLLENSKY RESTAURANT GROUP, INC.",72,88982,83175810,143754,20050826,20050824
SJ STRATEGIC INVESTMENTS,ADAMS GOLF INC,72,86237,622810,112473,20070130,20070126
SJ STRATEGIC INVESTMENTS,SINOVAC BIOTECH LTD,72,90517,P8696W104,150257,20121228,20121227
SJ STRATEGIC INVESTMENTS,SKYSTAR BIO PHARMACEUTICAL CO,72,92942,830884102,126772,20140324,20140320
MAIN STREET PARTNERS LP,CRESCENT REAL ESTATE EQUITIES,73,80417,22575610,30117,-99,-99
MAIN STREET PARTNERS LP,SCHOLASTIC CORP,73,77354,80706610,9466,19981109,19981029
MAIN STREET PARTNERS LP,AMERICAN TOWER CORP.,73,86111,2991220,105365,20020208,20010130
MAIN STREET PARTNERS LP,ADVENT SOFTWARE,73,82546,797410,61557,20020725,20020715
MAIN STREET PARTNERS LP,CROWN CASTLE INTERNATIONAL CORP.,73,86339,22822710,113490,20020805,20020724
MAIN STREET PARTNERS LP,KORN FERRY INTERNATIONAL,73,86594,50064320,118267,20021219,20021209
MAIN STREET PARTNERS LP,PROQUEST CO.,73,81653,74346P10,60893,20030219,20030219
MAIN STREET PARTNERS LP,SPECTRASITE INC.,73,89884,84761M10,123500,20031014,20031002
MAIN STREET PARTNERS LP,HEALTH MANAGEMENT ASSOCIATES INC.,73,76565,42193310,12338,20040913,20040901
MAIN STREET PARTNERS LP,LAMAR ADVERTISING CO.,73,83879,51281510,63422,20050822,20050810
MAIN STREET PARTNERS LP,CABOT CORP,73,46690,12705510,2593,20050829,20050818
MAIN STREET PARTNERS LP,MARTIN MARIETTA MATERIALS INC,73,80204,57328410,29733,20070810,20070731
MAIN STREET PARTNERS LP,CALPINE CORP,73,83981,13134710,63605,20080211,20080131
MAIN STREET PARTNERS LP,RESOLUTE ENERGY CORP,73,93031,76116A10,179782,20091005,20090925
MAIN STREET PARTNERS LP,PETROQUEST ENERGY INC,73,78186,71674810,25874,20100430,20100420
MAIN STREET PARTNERS LP,QUICKSILVER RESOURCES INC,73,86759,74837R10,118795,20100827,20100824
MAIN STREET PARTNERS LP,OASIS PETROLEUM INC.,73,93420,674215108,184442,20141229,20141217
STEEL PARTNERS,AUTOINFO INC,74,10281,5277710,12210,19950217,-99
STEEL PARTNERS,BUFFTON CORP,74,19677,11988520,2461,19950711,19950622
STEEL PARTNERS,CONTINENTAL MATERIALS CORP,74,30840,21161530,3465,19950810,19950801
STEEL PARTNERS,DYNAMICS CORP OF AMERICA,74,31464,26803910,4126,19960801,19960726
STEEL PARTNERS,GATEWAY INDUSTRIES INC /CA/,74,88285,36763110,11708,19960910,19960829
STEEL PARTNERS,PLM INTERNATIONAL INC,74,75266,69341L10,14297,19970515,19970505
STEEL PARTNERS,"SL INDUSTRIES, INC.",74,41320,78441310,9325,19970620,19970616
STEEL PARTNERS,ROSES STORES INC,74,81641,77776430,9240,19970722,19970708
STEEL PARTNERS,LINCOLN SNACKS CO,74,80154,53474410,29594,19980302,19980218
STEEL PARTNERS,SARATOGA BEVERAGE GROUP INC,74,79310,80343610,28489,19980304,19980225
STEEL PARTNERS,RONSON CORP.,74,23472,77633820,9230,19980311,19980303
STEEL PARTNERS,AQUAGENIX INC/DE,74,80916,03838R10,30661,19980625,19980616
STEEL PARTNERS,PUROFLOW INC,74,64785,74637510,8832,19980805,19980727
STEEL PARTNERS,AYDIN CORP,74,58376,5468110,1923,19980810,19980730
STEEL PARTNERS,ECC INTERNATIONAL CORP,74,68398,26825510,4223,19981019,19981009
STEEL PARTNERS,BELL INDUSTRIES INC /NEW/,74,29639,7810710,2138,19981222,19981215
STEEL PARTNERS,MATEC CORP/DE/,74,35705,57666810,7106,19990514,19990505
STEEL PARTNERS,TECH SYM CORP,74,37196,87830810,10359,19990618,19990611
