Fund Name,Target Name,FundID,Permno,NCUSIP,Gvkey,Date13D,DateCross5pct
ACCIPITER CAPITAL MANAGEMENT LLC,ARENA PHARMACEUTICALS,1,88421,4004710,138122,20050131,-99
ACCIPITER CAPITAL MANAGEMENT LLC,LIFEPOINT HOSPITALS INC.,1,86899,53219L10,120297,-99,-99
ACCIPITER CAPITAL MANAGEMENT LLC,AMERICAN HOMEPATIENT INC,1,77098,2664910,24668,20060616,20060615
ACCIPITER CAPITAL MANAGEMENT LLC,RURAL/METRO CORPORATION,1,79417,78174810,28616,20060905,20060824
ACCIPITER CAPITAL MANAGEMENT LLC,"VISTACARE, INC.",1,89622,92839Y10,150284,20080207,20080206
ACCIPITER CAPITAL MANAGEMENT LLC,PENWEST PHARMACEUTICALS CO,1,86333,70975410,113533,20080219,20080215
ACCIPITER CAPITAL MANAGEMENT LLC,ORCHID CELLMARK INC,1,88255,68573C10,135004,20100310,20100308
ACCIPITER CAPITAL MANAGEMENT LLC,TRIPLE S MANAGEMENT CORP,1,92506,896749108,174647,20130528,20130517
ACQUISITOR HOLDINGS LTD,AIR METHODS CORP,2,11641,912830,13789,20021009,20021007
ACQUISITOR HOLDINGS LTD,ALDILA INC,2,79247,1438420,28388,20021009,20021007
ACQUISITOR HOLDINGS LTD,"MERCURY AIR GROUP, INC.",2,64004,58935410,5847,20021202,20021122
ACQUISITOR HOLDINGS LTD,"BAKER (MICHAEL), CORPORATION",2,52484,5714910,1974,20030527,20030514
ACQUISITOR PLC,MILLER BUILDING SYSTEMS INC,3,10307,60040410,12214,20000712,20000706
ACQUISITOR PLC,DATRON SYSTEMS INC/DE,3,12005,23817310,3796,20001115,20001109
ACQUISITOR PLC,CATALINA LIGHTING INC,3,75286,14886510,14457,20001229,20001219
ACQUISITOR PLC,COLORADO MEDTECH INC,3,28063,19652U10,3673,20010209,20010201
ANDREEFF EQUITY ADVISORS LLC,BACK YARD BURGERS,4,79252,05635W10,28501,20051107,20050822
ANDREEFF EQUITY ADVISORS LLC,GEOKINETICS INC.,4,38790,37291020,12708,20060119,20051201
ATLANTIC INVESTMENT MANAGEMENT INC,C&D TECHNOLOGIES INC,5,71685,12466110,13328,19980604,19980529
ATLANTIC INVESTMENT MANAGEMENT INC,JLK DIRECT DISTRIBUTION INC,5,85065,46621C10,64999,19981120,19981118
ATLANTIC INVESTMENT MANAGEMENT INC,HARSCO CORPORATION,5,25304,41586410,5496,20011217,20011213
ATLANTIC INVESTMENT MANAGEMENT INC,DOLE FOOD COMPANY INC,5,40707,25660510,2812,20020731,20020731
ATLANTIC INVESTMENT MANAGEMENT INC,PRECISION CASTPARTS CORPORATION,5,63830,74018910,8717,20021010,20021002
ATLANTIC INVESTMENT MANAGEMENT INC,SPX CORPORATION,5,55212,78463510,5087,20040805,20040802
ATLANTIC INVESTMENT MANAGEMENT INC,DEL MONTE FOODS CO,5,86590,24522P10,24283,20040914,20040913
ATLANTIC INVESTMENT MANAGEMENT INC,SONOCO PRODUCTS COMPANY,5,71176,83549510,9815,20050818,20050812
ATLANTIC INVESTMENT MANAGEMENT INC,BLACK AND DECKER CORPORATION,5,20220,9179710,2255,20051014,20051013
ATLANTIC INVESTMENT MANAGEMENT INC,R.R. DONNELLEY & SONS COMPANY,5,38682,25786710,4040,20060127,20060127
ATLANTIC INVESTMENT MANAGEMENT INC,JOY GLOBAL,5,89105,48116510,13003,20070322,20070321
ATLANTIC INVESTMENT MANAGEMENT INC,RR DONNELLEY & SONS CO,5,38682,25786710,4040,20080225,20080213
ATLANTIC INVESTMENT MANAGEMENT INC,GOODRICH CORP,5,12140,38238810,5229,20080715,20080711
ATLANTIC INVESTMENT MANAGEMENT INC,OWENS ILLINOIS INC /DE/,5,13661,69076840,8215,20111013,20111012
ATLANTIC INVESTMENT MANAGEMENT INC,KENNAMETAL INC,5,44134,690768403,006386,20120612,20120606
ATLANTIC INVESTMENT MANAGEMENT INC,"ROCKWOOD HOLDINGS, INC.",5,90849,774415103,162957,20120914,20120913
ATLANTIC INVESTMENT MANAGEMENT INC,OWENS ILLINOIS INC /DE/,5,77157,690768403,008215,20140513,20140508
ATLANTIC INVESTMENT MANAGEMENT INC,TRIUMPH GROUP INC,5,84041,896818101,063876,20140513,20140509
ATLANTIC INVESTMENT MANAGEMENT INC,"OIL STATES INTERNATIONAL, INC",5,88897,678026105,142260,20141202,20141201
BARINGTON COMPANIES INVESTORS LLC,INTERACTIVE FLIGHT TECHNOLOGIES INC ,6,81486,45838C106,-99,-99,-99
BARINGTON COMPANIES INVESTORS LLC,MUSICMAKER COM INC,6,87072,62757C20,121840,20001218,20001206
BARINGTON COMPANIES INVESTORS LLC,VULCAN INTERNATIONAL CORP.,6,45348,92913610,11225,20011001,20011001
BARINGTON COMPANIES INVESTORS LLC,"LIQUID AUDIO, INC",6,87076,53631T10,121979,20011009,20010928
BARINGTON COMPANIES INVESTORS LLC,"DYNABAZAAR (FORMERLY FAIRMARKET, INC.)",6,87768,26779R10,132799,20020307,20020225
BARINGTON COMPANIES INVESTORS LLC,"FAB INDUSTRIES, INC.",6,48143,30274710,4520,20030307,20030227
BARINGTON COMPANIES INVESTORS LLC,NAUTICA ENTERPRISES INC,6,72710,639089101,010033,-99,-99
BARINGTON COMPANIES INVESTORS LLC,REGISTER COM INC,6,87806,75914G10,132524,20040322,20040311
BARINGTON COMPANIES INVESTORS LLC,PAYLESS SHOESOURCE INC ,6,83333,704379106,-99,-99,-99
BARINGTON COMPANIES INVESTORS LLC,SYMS CORP,6,65429,87155110,10235,20040706,20040625
BARINGTON COMPANIES INVESTORS LLC,INTERNATIONAL ALUMINUM CORP,6,58608,45888410,6053,20040720,20040709
BARINGTON COMPANIES INVESTORS LLC,STEVEN MADDEN LTD,6,80034,55626910,29382,20040730,20040722
BARINGTON COMPANIES INVESTORS LLC,A. SCHULMAN INC,6,69199,80819410,9472,20050606,20050526
BARINGTON COMPANIES INVESTORS LLC,RED LION HOTELS CORP (FORMER WEST COAST HOSPITALITY),6,85939,75676410,109079,20050718,20050708
BARINGTON COMPANIES INVESTORS LLC,PEP BOYS MANNY MOE & JACK,6,35238,71327810,8475,20051121,20051114
BARINGTON COMPANIES INVESTORS LLC,STRIDE RITE CORPORATION,6,27764,86331410,10109,20060201,20060125
BARINGTON COMPANIES INVESTORS LLC,"LONE STAR STEAKHOUSE & SALOON, INC.",6,77405,54230710,25025,20060508,20060426
BARINGTON COMPANIES INVESTORS LLC,CONSOLIDATED TOMOKA LAND CO.,6,26650,21022610,3429,20060519,20060509
BARINGTON COMPANIES INVESTORS LLC,"WARNACO GROUP, INC.",6,89686,93439040,13990,20060821,20060809
BARINGTON COMPANIES INVESTORS LLC,GRIFFON CORP,6,46463,39843310,5987,20070226,20070216
BARINGTON COMPANIES INVESTORS LLC,LANCASTER COLONY CORP,6,48523,51384710,6573,20070319,20070309
BARINGTON COMPANIES INVESTORS LLC,DILLARDS INC,6,49429,25406710,3964,-99,-99
BARINGTON COMPANIES INVESTORS LLC,GERBER SCIENTIFIC INC,6,47888,37373010,5142,20100402,20100323
BARINGTON COMPANIES INVESTORS LLC,AMERON INTERNATIONAL CORP,6,50091,030710107,001593,-99,-99
BARINGTON COMPANIES INVESTORS LLC,JONES GROUP INC ,6,76638,48020T101,024032,-99,-99
BARINGTON COMPANIES INVESTORS LLC,EASTERN CO,6,31480,276317104,004186,20140930,20140922
BARINGTON COMPANIES INVESTORS LLC,COMTECH TELECOMMUNICATIONS CORP.,6,26201,20582620,3358,-99,-99
BARINGTON COMPANIES INVESTORS LLC,"DARDEN RESTAURANTS, INC.",6,81655,23719410,31846,-99,-99
BARINGTON COMPANIES INVESTORS LLC,"EBIX, INC.",6,11481,27871520,13480,-99,-99
BARINGTON COMPANIES INVESTORS LLC,"KEYNOTE SYSTEMS, INC.",6,87242,49330810,124196,-99,-99
BARINGTON COMPANIES INVESTORS LLC,OMNOVA SOLUTIONS INC.,6,87214,68212910,124254,-99,-99
BARINGTON COMPANIES INVESTORS LLC,"REGISTER.COM, INC.",6,87806,75914G10,132524,-99,-99
BARINGTON COMPANIES INVESTORS LLC,"THE CHILDREN'S PLACE, INC.",6,85390,16890510,65430,-99,-99
BLUM CAPITAL PARTNERS LP,KINETIC CONCEPTS INC /TX/,7,90044,49460W20,14555,19960326,19960315
BLUM CAPITAL PARTNERS LP,PLAYTEX PRODUCTS INC,7,80186,72813P10,14470,19970226,19970218
BLUM CAPITAL PARTNERS LP,TRIAD PARK LLC,7,-99,-99,-99,19970814,19970812
BLUM CAPITAL PARTNERS LP,HAEMONETICS CORP,7,76837,40502410,24021,19970827,19970822
BLUM CAPITAL PARTNERS LP,GAYLORD ENTERTAINMENT CO,7,85426,36790510,24620,19970903,19970827
BLUM CAPITAL PARTNERS LP,ACNIELSEN CORP,7,84013,483310,63797,19980202,19980128
BLUM CAPITAL PARTNERS LP,COPART INC.,7,80320,21720410,29901,19980515,-99
BLUM CAPITAL PARTNERS LP,APRIA HEALTHCARE GROUP INC,7,76653,3793310,23988,19980717,19980708
BLUM CAPITAL PARTNERS LP,HARLAND JOHN H CO,7,50905,41269310,5476,19980904,19980828
BLUM CAPITAL PARTNERS LP,WADDELL & REED FINANCIAL INC,7,85931,93005910,66599,19980904,19980827
BLUM CAPITAL PARTNERS LP,FIRST HEALTH GROUP CORP,7,11371,32096010,13397,19981231,19981222
BLUM CAPITAL PARTNERS LP,TOKHEIM CORP,7,48709,88907310,10599,19990312,19990302
BLUM CAPITAL PARTNERS LP,CB RICHARD ELLIS SERVICES INC,7,84198,12489L10,64045,19991118,19991108
BLUM CAPITAL PARTNERS LP,MAGELLAN HEALTH SERVICES INC,7,77854,55907910,2940,20000204,20000127
BLUM CAPITAL PARTNERS LP,NAVIGANT CONSULTING INC,7,84103,63935N10,63724,20000407,20000329
BLUM CAPITAL PARTNERS LP,FAIR ISAAC & COMPANY INC,7,11533,30325010,13824,20000626,20000614
BLUM CAPITAL PARTNERS LP,FAIR ISAAC & COMPANY INC,7,85311,70590610,65236,20010112,20010103
BLUM CAPITAL PARTNERS LP,NOVA CORP GA,7,83453,66978410,62814,20010307,20010228
BLUM CAPITAL PARTNERS LP,SYNOPSYS INC.,7,77357,87160710,24975,20010402,20010328
BLUM CAPITAL PARTNERS LP,INTERLAND INC,7,75993,45872720,18484,20020220,20020208
BLUM CAPITAL PARTNERS LP,DIANON SYSTEMS INC.,7,76755,25282610,24353,20020807,20020729
BLUM CAPITAL PARTNERS LP,EFUNDS CORP,7,88338,28224R10,134144,20021015,20021003
BLUM CAPITAL PARTNERS LP,ITT EDUCATIONAL SERVICES,7,81128,45068B10,31224,20040412,20040402
BLUM CAPITAL PARTNERS LP,ERESEARCHTECHNOLOGY INC,7,84559,29481V10,64341,20050203,20050124
BLUM CAPITAL PARTNERS LP,JANUS CAPITAL,7,88313,47102X10,137232,20050214,20050203
BLUM CAPITAL PARTNERS LP,NOVELL INC,7,90609,67000610,11910,20050909,20050907
BLUM CAPITAL PARTNERS LP,PAXAR CORP,7,75083,70422710,8293,20051011,20050929
BLUM CAPITAL PARTNERS LP,NU SKIN ENTERPRISES INC,7,84172,67018T10,64028,20051215,20051205
BLUM CAPITAL PARTNERS LP,LINCOLN EDUCATIONAL SERVICES CORP,7,90735,53353510,163668,20060109,20051228
BLUM CAPITAL PARTNERS LP,AVID TECHNOLOGY INC,7,78955,05367P10,27925,20060424,20060413
BLUM CAPITAL PARTNERS LP,MACROVISION CORP,7,84624,55590410,64480,20060731,20060721
BLUM CAPITAL PARTNERS LP,KINETIC CONCEPTS INC /TX/,7,90044,49460W20,14555,20060921,20060919
BLUM CAPITAL PARTNERS LP,GETTY IMAGES,7,85824,37427610,63196,20070129,20070118
BLUM CAPITAL PARTNERS LP,ELECTRONICS FOR IMAGING,7,77971,28608210,25774,20070212,20070201
BLUM CAPITAL PARTNERS LP,WEBSENSE,7,87827,94768410,133432,20070319,20070309
BLUM CAPITAL PARTNERS LP,MONEYGRAM INTERNATIONAL INC,7,90213,60935Y10,5342,20071119,20071107
BLUM CAPITAL PARTNERS LP,SYMMETRY MEDICAL INC.,7,90515,87154620,160600,20080505,20080425
BLUM CAPITAL PARTNERS LP,AMERICAN REPROGRAPHICS CO,7,90548,2926310,-99,20090908,20090827
BOLLORE VINCENT,HARRIS INTERACTIVE,8,87494,41454910,127179,20070420,20070410
BOSTON AVENUE CAPITAL,STEPHAN CO,9,84911,85860310,22496,20050124,20041230
BOSTON AVENUE CAPITAL,CAPITAL SENIOR LIVING CORP,9,85419,14047510,65732,20050512,20050428
BOSTON AVENUE CAPITAL,PC MALL INC,9,81566,69323K10,31674,20050901,20050810
BOSTON AVENUE CAPITAL,AMERICAN PHYSICIANS SVC GROUP INC,9,13603,2888210,1539,20050922,20050909
BOSTON AVENUE CAPITAL,SUTRON CORP,9,73817,86938010,10213,20050922,20050901
BOSTON AVENUE CAPITAL,COMPUTER HORIZONS INC,9,26252,20590810,3365,20051024,20051011
BOSTON AVENUE CAPITAL,COLLINS INDUSTRIES INC,9,24572,19485810,3178,20051128,20051110
BOSTON AVENUE CAPITAL,OPTIO SOFTWARE INC,9,87526,68389J10,127462,20060418,20060406
BOSTON AVENUE CAPITAL,SCOTTS LIQUID GOLD INC,9,69471,81020210,9521,20060418,20060407
BOSTON AVENUE CAPITAL,BOWLIN TRAVEL CENTERS INC,9,84294,10259510,142129,20060512,20060502
BOSTON AVENUE CAPITAL,LITTLEFIELD CORP,9,81145,53759010,31172,20070309,20070320
BOSTON AVENUE CAPITAL,QUIPP,9,10586,74880210,12519,20070424,20070412
BOSTON AVENUE CAPITAL,GOLDFIELD CORP,9,32299,38137010,5218,20070518,20070427
BOSTON AVENUE CAPITAL,HEMACARE CORP,9,10775,42349810,12684,20090217,20090204
BOSTON AVENUE CAPITAL,AMERICAN LOCKER GROUP INC,9,10488,2728410,1496,20090310,20060607
BOSTON AVENUE CAPITAL,MRV COMMUNICATIONS INC,9,78179,55347710,25978,20110810,20110808
BOSTON AVENUE CAPITAL,LITTLEFIELD CORP,9,81145,537590101,031172,20120828,20120828
BROKEN ARROW I,MERCATOR SOFTWARE,10,85218,58758710,65031,20021129,20021119
BVF PARTNERS,NEUROGEN CORP,12,76000,6.412e+14,19069,19970318,19970122
BVF PARTNERS,SYNAPTIC PHARMACEUTICAL CORP,12,82746,87156R10,61723,19970422,19970319
BVF PARTNERS,CORTECH INC,12,78846,22051J10,-99,19970516,19970502
BVF PARTNERS,NPS PHARMACEUTICALS INC,12,80560,62936P10,30255,19970516,19970425
BVF PARTNERS,SIBIA NEUROSCIENCES INC,12,83555,82573210,62838,19970806,19970725
BVF PARTNERS,CELLEGY PHARMACEUTICALS INC,12,82163,15115L10,61166,19970829,19970729
BVF PARTNERS,MICROCIDE PHARMACEUTICALS INC,12,83527,59501810,-99,19970829,19970807
BVF PARTNERS,ARRIS PHARMACEUTICAL CORP/DE/,12,79794,04269W10,-99,19971003,19971001
BVF PARTNERS,PROTEIN POLYMER TECHNOLOGIES INC,12,77270,74369710,24852,19980417,19970106
BVF PARTNERS,REPLIGEN CORP,12,10200,75991610,12181,19980522,19971231
BVF PARTNERS,ADVANCED MAGNETICS,12,10363,00753P10,12250,19980909,-99
BVF PARTNERS,AUTOIMMUNE INC,12,78812,5277610,26898,19980909,19980908
BVF PARTNERS,CIMA LABS INC,12,80740,17179610,30546,19980909,19980908
BVF PARTNERS,GUILFORD PHARMACEUTICALS INC,12,80629,40182910,30352,19980909,19980908
BVF PARTNERS,OSI PHARMACEUTICALS INC,12,10143,67104010,12180,19980909,19980908
BVF PARTNERS,PROGENICS PHARMACEUTICALS INC,12,85571,74318710,65872,19981023,19981009
BVF PARTNERS,AMERICAN BIOGENETIC SCIENCES INC,12,76295,2461110,21505,20000229,20000207
BVF PARTNERS,DOV PHARMACEUTICAL INC,12,89352,25985810,147201,20020507,20020424
BVF PARTNERS,ARENA PHARMACEUTICALS INC.,12,88421,4004710,138122,20020613,20020611
BVF PARTNERS,BIOCRYST PHARMACEUTICALS INC,12,80306,09058V10,29837,20020701,20020701
BVF PARTNERS,MICROLOGIX BIOTECH INC,12,-99,594940 10 8,-99,20021213,20021203
BVF PARTNERS,ARQULE INC,12,84052,4.269e+13,63789,20080313,20080310
BVF PARTNERS,"SGX PHARMACEUTICALS, INC.",12,91101,78423C10,165650,20080623,20080618
BVF PARTNERS,NEUROBIOLOGICAL TECHNOLOGIES INC /CA/,12,80258,64124W30,29729,20080626,20080626
BVF PARTNERS,"COMBINATORX, INC",12,90968,20010A10,162497,20081017,20081016
BVF PARTNERS,AVIGEN INC \DE,12,83475,5369010,62911,20081023,20081021
BVF PARTNERS,DYNAVAX TECHNOLOGIES CORP,12,90029,26815810,141496,20081024,20081023
BVF PARTNERS,ARIAD PHARMACEUTICALS INC,12,80918,04033A10,30674,20090513,20090512
BVF PARTNERS,FACET BIOTECH CORP,12,92869,30303Q10,182015,20090929,20090925
BVF PARTNERS,CELERA CORP,12,92570,1.510e+14,127234,20110323,20110318
BVF PARTNERS,TARGACEPT INC,12,91184,87611R306,162958,20140905,20140826
CANNELL CAPITAL MANAGEMENT LLC,SI TECHNOLOGIES INC,13,45744,78397810,6159,19990111,19980417
CANNELL CAPITAL MANAGEMENT LLC,QUALITY SYSTEMS INC.,13,64961,74758210,8858,20010816,20010815
CANNELL CAPITAL MANAGEMENT LLC,CASCADE CORPORATION,13,21726,14719510,2802,20011221,20011213
CANNELL CAPITAL MANAGEMENT LLC,TIMBERLINE SOFTWARE CORP.,13,76268,88713410,10574,20030416,20030407
CANNELL CAPITAL MANAGEMENT LLC,METRO ONE TELECOMMUNICATIONS INC,13,83884,59163F10,63525,20030814,20030813
CANNELL CAPITAL MANAGEMENT LLC,ANGELICA CORPORATION,13,45583,3466310,1655,20031014,20031010
CANNELL CAPITAL MANAGEMENT LLC,PRG SCHULTZ INTERNATIONAL INC,13,83304,69357C10,62494,20031112,20031028
CANNELL CAPITAL MANAGEMENT LLC,GLOBAL POWER EQUIPMENT GROUP INC,13,88987,37941P10,143710,20031210,20031205
CANNELL CAPITAL MANAGEMENT LLC,ACME COMMUNICATIONS INC,13,87219,463110,124374,20040512,20040430
CANNELL CAPITAL MANAGEMENT LLC,CONRAD INDUSTRIES,13,86156,20830510,111282,20040512,20040430
CANNELL CAPITAL MANAGEMENT LLC,OPINION RESEARCH CORP,13,79725,68375510,29075,20040512,20040430
CANNELL CAPITAL MANAGEMENT LLC,MAPINFO CORP,13,80252,56510510,29661,20060823,20060823
CANNELL CAPITAL MANAGEMENT LLC,MFRI INC,13,76052,55272110,19431,20080129,20080117
CANNELL CAPITAL MANAGEMENT LLC,MEDIWARE INFORMATION SYSTEMS INC,13,76945,58494610,24378,20080215,20080207
CANNELL CAPITAL MANAGEMENT LLC,SYNPLICITY INC,13,88743,87160Y10,140679,20080229,20080228
CANNELL CAPITAL MANAGEMENT LLC,VALUEVISION MEDIA INC,13,77007,92047K10,24234,20081002,20080924
CANNELL CAPITAL MANAGEMENT LLC,"SALARY. COM, INC.",13,91831,79400610,176658,20081217,20081211
CANNELL CAPITAL MANAGEMENT LLC,TELECOMMUNICATION SYSTEMS INC /FA/,13,88574,693315103,138613,20120913,20120912
CANNELL CAPITAL MANAGEMENT LLC,MULTIBAND CORP,13,80638,62544X209,108740,20121217,20121213
CANNELL CAPITAL MANAGEMENT LLC,HOOPER HOLMES INC,13,42455,439104100,005697,20131010,20131009
CANNELL CAPITAL MANAGEMENT LLC,"CRUMBS BAKE SHOP, INC.",13,12883,2.288e+08,185083,20131015,20131003
CANNELL CAPITAL MANAGEMENT LLC,"PMFG, INC.",13,61787,69345P103,008423,20140523,20140520
CANNELL CAPITAL MANAGEMENT LLC,VALUEVISION MEDIA INC,13,77007,92047K107,024234,20140603,20140603
CANNELL CAPITAL MANAGEMENT LLC,"THESTREET, INC.",13,86924,693315103,120358,20141203,20141202
CANNELL CAPITAL MANAGEMENT LLC,ALLIANCE SEMICONDUCTOR CORPORATION,13,79935,01877H10,29323,-99,-99
CANNELL CAPITAL MANAGEMENT LLC,"PROCERA NETWORKS, INC.",13,92282,74269U20,158791,-99,-99
CANNELL CAPITAL MANAGEMENT LLC,"STEWART ENTERPRISES, INC.",13,77045,86037010,24538,-99,-99
CANNELL CAPITAL MANAGEMENT LLC,"U.S. CONCRETE, INC.",13,86915,90333L10,120824,20080527,-99
CONTRARIAN CAPITAL MANAGEMENT,"ARCH WIRELESS, INC",14,89385,3939270,24844,20040113,20040112
CONTRARIAN CAPITAL MANAGEMENT,INTEGRATED ALARM SERVICES GROUP INC,14,89795,45890M10,151404,20051115,20051104
CONTRARIAN CAPITAL MANAGEMENT,INTERNATIONAL COAL GROUP INC,14,90994,45928H10,162283,20051122,20051118
CONTRARIAN CAPITAL MANAGEMENT,SALTON INC.,14,77042,79575710,24537,20060928,20060928
CONTRARIAN CAPITAL MANAGEMENT,ROTECH HEALTHCARE INC,14,90974,77866910,149578,20070425,20070417
CONTRARIAN CAPITAL MANAGEMENT,DDI CORP,14,90083,23316250,133945,20070608,20070606
CORPORATE OPPORTUNITIES FUND LP,PREMIER RESEARCH WORLDWIDE LTD,15,84559,74056810,64341,19990909,19990827
CORPORATE OPPORTUNITIES FUND LP,ABLE LABORATORIES INC,15,89559,00371N40,23000,20010831,20010816
CORPORATE OPPORTUNITIES FUND LP,"QUESTCOR PHARMACEUTICALS, INC",15,78051,74835Y10,25906,20030128,20030115
HAMOT SETH W,RISCORP INC,16,83164,76759710,62289,19980929,19980911
HAMOT SETH W,TELOS CORP,16,92444,87969410,2578,20050325,20050317
HAMOT SETH W,TECHTEAM GLOBAL INC,16,11910,87831110,14145,20051216,20051216
HAMOT SETH W,BRADLEY PHARMACEUTICALS INC.,16,77207,10457610,24689,20060525,20060525
HAMOT SETH W,CCA INDUSTRIES INC.,16,21785,12486710,11930,20060719,20060711
HAMOT SETH W,MEDQUIST INC,16,77575,58494910,25216,20071012,20070917
HAMOT SETH W,BASSETT FURNITURE INDUSTRIES INC,16,17137,7020310,2080,20080128,20080116
HAMOT SETH W,ORANGE 21 INC.,16,90486,68531710,161903,20080826,20080821
HAMOT SETH W,IRVINE SENSORS CORP/DE/,16,45955,46366460,6185,20110103,20101223
HAMOT SETH W,"KIT DIGITAL, INC.",16,93007,482470200,141240,20120427,20120418
HAMOT SETH W,"BIOANALYTICAL SYSTEMS, INC.",16,85526,09058M10,65905,20120109,-99
HAMOT SETH W,"DG FASTCHANNEL, INC.",16,83131,23326R10,-99,-99,-99
HAMOT SETH W,MEDQUIST HOLDINGS INC.,16,12581,58506K10,-99,20110222,20110211
CRESCENDO ADVISORS LLC,COMPUTER HORIZONS CORP,17,26252,20590810,3365,20050722,20050713
CRESCENDO ADVISORS LLC,PREMIERE GLOBAL SERVICES INC,17,83307,740585104,062317,-99,-99
CRESCENDO ADVISORS LLC,TOPPS,17,11353,89078610,13326,-99,-99
CRESCENDO ADVISORS LLC,UNITED RETAIL,17,77403,91138010,25020,20070517,20070510
CRESCENDO ADVISORS LLC,O'CHARLEYS INC,17,76223,67082310,22829,20071115,20071105
CRESCENDO ADVISORS LLC,MOTHER'S WORK INC,17,78990,61990310,27936,20071217,20071205
CRESCENDO ADVISORS LLC,CHARMING SHOPPES INC,17,22753,16113310,2938,20080108,20071231
CRESCENDO ADVISORS LLC,COTT CORP /CN/,17,78763,22163N10,20338,20080523,20080513
CRESCENDO ADVISORS LLC,BUILD A BEAR WORKSHOP INC,17,90371,12007610,161055,20090316,20080305
CRESCENDO ADVISORS LLC,TOPPS CO INC,17,11353,89078610,13326,20060519,20060510
CRESCENDO ADVISORS LLC,"AEROPOSTALE, INC.",17,89399,00786510,147661,-99,-99
CRESCENDO ADVISORS LLC,MICHAEL BAKER CORPORATION,17,52484,05714910,1974,-99,-99
CRESCENDO ADVISORS LLC,REGIS CORPORATION,17,76711,75893210,9023,-99,-99
CRITERION CAPITAL MANAGEMENT,CENTRA SOFTWARE INC,18,87595,15234X10,129419,20041012,20041012
NIERENBERG INVESTMENT MANAGEMENT CO,CASA OLE RESTAURANTS INC,19,83362,14712P10,62698,19970626,19970619
NIERENBERG INVESTMENT MANAGEMENT CO,TEGAL CORP /DE/,19,82530,87900810,61435,19980916,19980902
NIERENBERG INVESTMENT MANAGEMENT CO,ORCAD INC,19,83293,68556810,62300,19990312,19990302
NIERENBERG INVESTMENT MANAGEMENT CO,ELDER BEERMAN STORES CORP,19,85820,28447010,66465,19990816,19990810
NIERENBERG INVESTMENT MANAGEMENT CO,PEDIATRIC SERVICES OF AMERICA,19,80658,70532310,30283,20000825,-99
NIERENBERG INVESTMENT MANAGEMENT CO,VIRAGE INC.,19,88385,92763Q10,137394,20020205,20020122
NIERENBERG INVESTMENT MANAGEMENT CO,NATUS MEDICAL,19,89036,63905010,144436,20020308,20020228
NIERENBERG INVESTMENT MANAGEMENT CO,"AMEDISYS, INC.",19,80795,2343610,30612,20020430,20020426
NIERENBERG INVESTMENT MANAGEMENT CO,MEDCATH CORPORATION,19,89040,58404W10,143605,20031007,20030929
NIERENBERG INVESTMENT MANAGEMENT CO,BOMBAY COMPANY,19,58800,9792410,10331,20040712,20040710
NIERENBERG INVESTMENT MANAGEMENT CO,BROOKS AUTOMATION INC,19,81241,11434010,31477,20050712,20050711
NIERENBERG INVESTMENT MANAGEMENT CO,RADISYS CORP,19,82521,75045910,61439,20050810,20050727
NIERENBERG INVESTMENT MANAGEMENT CO,ELECTRO SCIENTIFIC INDUSTRIES INC,19,32054,28522910,4274,20060328,20060309
NIERENBERG INVESTMENT MANAGEMENT CO,NATCO GROUP INC,19,87539,63227W20,128759,20060410,20060407
NIERENBERG INVESTMENT MANAGEMENT CO,MOVE INC,19,87165,62458M10,122674,20080307,20080225
NIERENBERG INVESTMENT MANAGEMENT CO,ASSET ACCEPTANCE CAPITAL CORP,19,90020,04543P10,157058,20080310,20080229
NIERENBERG INVESTMENT MANAGEMENT CO,ZORAN CORP \DE\,19,82766,98975F10,61737,20110624,20110617
NIERENBERG INVESTMENT MANAGEMENT CO,ROSETTA STONE INC,19,92913,777780107,180905,20140616,20140606
NIERENBERG INVESTMENT MANAGEMENT CO,HEALTH SYSTEMS DESIGN CORPORATION,19,83271,421964107,62314,19970626,19970623
NIERENBERG INVESTMENT MANAGEMENT CO,CREDENCE SYSTEMS CORPORATION,19,79683,225302108,29085,-99,20060309
NIERENBERG INVESTMENT MANAGEMENT CO,GARDEN FRESH RESTAURANT CORP.,19,81626,365235100,31811,19970626,19970623
NIERENBERG INVESTMENT MANAGEMENT CO,WESTERN POWER & EQUIPMENT CORP.,19,81762,959221102,60847,19970626,19970616
DIACO INVESTMENTS LP,SIX FLAGS INC,20,76209,83001P10,10567,20050912,20050908
DISCOVERY GROUP LLC,ASHWORTH INC,21,76322,04516H10,21519,20050916,20050908
DISCOVERY GROUP LLC,HERLEY INDUSTRIES INC /NEW,21,41663,42739810,5594,20060517,20060512
DISCOVERY GROUP LLC,RADYNE,21,65518,75061140,8925,20070726,20070725
DISCOVERY GROUP LLC,HYPERCOM CORP,21,85611,44913M10,65527,20071119,20071108
DISCOVERY GROUP LLC,AMERICAN MEDICAL ALERT,21,13470,2790410,1523,20071123,20071112
DISCOVERY GROUP LLC,DRUGSTORE COM INC,21,87105,26224110,122355,20080219,20080207
DISCOVERY GROUP LLC,SPANISH BROADCASTING SYSTEM INC,21,87342,84642588,117145,20080303,20060419
DISCOVERY GROUP LLC,TESSCO TECHNOLOGIES INC,21,80951,87238610,30714,20080314,20080305
DISCOVERY GROUP LLC,HOME DIAGNOSTICS INC,21,91466,43708010,174454,20080320,20080310
